"","pred.ind","pred.var","avg.rank","avg.pval","country.count"
"490","TX.VAL.MRCH.R4.ZS","Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)",320.849693251534,0.27952990220198,163
"876","SL.UEM.TOTL.FE.ZS","Unemployment, female (% of female labor force)",302.362068965517,0.279751229833362,174
"448","SL.TLF.TERT.FE.ZS","Labor force with tertiary education, female (% of female labor force)",369.655172413793,0.279783273395567,29
"622","EN.ATM.GHGO.KT.CE","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",328.812865497076,0.279940402167876,171
"97","FS.AST.DOMO.GD.ZS","Claims on other sectors of the domestic economy (% of GDP)",329.58,0.280369859757998,125
"392","SH.STA.ACSN.UR","Improved sanitation facilities, urban (% of urban population with access)",307.996428571429,0.280960451059245,140
"784","DT.DOD.DSTC.ZS","Short-term debt (% of total external debt)",311.736363636364,0.281027268949187,110
"443","SL.TLF.PRIM.MA.ZS","Labor force with primary education, male (% of male labor force)",363.586206896552,0.281076082091791,29
"351","SH.XPD.PUBL.GX.ZS","Health expenditure, public (% of government expenditure)",316.720238095238,0.281269266620331,168
"570","BN.GSR.FCTY.CD","Net income (BoP, current US$)",312.318181818182,0.281821842044041,154
"690","BM.TRF.PRVT.CD","Private current transfers, payments (BoP, current US$)",326.253521126761,0.281956626454865,142
"190","SL.IND.EMPL.FE.ZS","Employees, industry, female (% of female employment)",345.786885245902,0.282167010896583,61
"378","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)",318.224852071006,0.282893758121683,169
"151","IQ.CPA.PUBS.XQ","CPIA public sector management and institutions cluster average (1=low to 6=high)",332.568181818182,0.283078706193556,66
"350","SH.XPD.PUBL.ZS","Health expenditure, public (% of GDP)",326.571428571429,0.283201101860008,168
"745","SE.SEC.ENRR.MA","School enrollment, secondary, male (% gross)",325.382352941176,0.283316456171905,34
"480","CM.MKT.LCAP.GD.ZS","Market capitalization of listed companies (% of GDP)",358.05,0.284043770964467,80
"713","PX.REX.REER","Real effective exchange rate index (2005 = 100)",313.620689655172,0.284344904283821,87
"391","SH.STA.ACSN.RU","Improved sanitation facilities, rural (% of rural population with access)",305.926573426573,0.284699949416181,143
"735","SE.PRM.NENR","School enrollment, primary (% net)",380.333333333333,0.284942226687454,30
"527","TT.PRI.MRCH.XD.WD","Net barter terms of trade index (2000 = 100)",316.676470588235,0.28522924174748,170
"510","TG.VAL.TOTL.GD.ZS","Merchandise trade (% of GDP)",315.047904191617,0.285730335071975,167
"626","SH.XPD.OOPC.ZS","Out-of-pocket health expenditure (% of private expenditure on health)",325.739130434783,0.285801105364796,161
"79","IC.BUS.DISC.XQ","Business extent of disclosure index (0=less disclosure to 10=more disclosure)",333.360655737705,0.286426665709336,61
"823","SP.POP.TECH.RD.P6","Technicians in R&D (per million people)",368.219512195122,0.286610021276527,41
"602","DT.NFL.WFPG.CD","Net official flows from UN agencies, WFP (current US$)",335.218181818182,0.28673721006525,55
"83","GC.DOD.TOTL.CN","Central government debt, total (current LCU)",324.255813953488,0.287497856879595,43
"447","SL.TLF.TERT.ZS","Labor force with tertiary education (% of total)",371,0.287593646447265,33
"725","BM.GSR.ROYL.CD","Royalty and license fees, payments (BoP, current US$)",333.768518518519,0.287897890368156,108
"839","DT.TDS.DECT.GN.ZS","Total debt service (% of GNI)",323.626168224299,0.287982320069561,107
"844","FI.RES.TOTL.DT.ZS","Total reserves (% of total external debt)",327.794117647059,0.288118485328464,102
"157","IQ.CPA.TRAN.XQ","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",336.663265306122,0.28829861266052,49
"760","SE.SEC.ENRL.VO","Secondary education, vocational pupils",386.727272727273,0.288371616697418,11
"585","DT.ODA.ODAT.PC.ZS","Net ODA received per capita (current US$)",317.045454545455,0.288439563083041,132
"166","DT.TDS.DPPF.XP.ZS","Debt service (PPG and IMF only, % of exports, excluding workers' remittances)",325.94,0.288928620224123,100
"440","IE.PPI.WATR.CD","Investment in water and sanitation with private participation (current US$)",409.666666666667,0.289168759011669,3
"501","TM.VAL.MRCH.R2.ZS","Merchandise imports from developing economies in Europe & Central Asia (% of total merchandise imports)",346.220930232558,0.289448918989488,129
"22","NY.ADJ.NNAT.GN.ZS","Adjusted savings: net national savings (% of GNI)",331.130136986301,0.289694015743906,146
"536","DC.DAC.DEUL.CD","Net bilateral aid flows from DAC donors, Germany (current US$)",331.739436619718,0.289819375424162,142
"116","EN.ATM.CO2E.EG.ZS","CO2 intensity (kg per kg of oil equivalent energy use)",341.102189781022,0.290004945695595,137
"589","DT.ODA.ALLD.CD","Net official development assistance and official aid received (current US$)",320.453020134228,0.290287363198231,149
"159","BN.CAB.XOKA.GD.ZS","Current account balance (% of GDP)",332.577922077922,0.290863047212769,154
"441","SL.TLF.PRIM.ZS","Labor force with primary education (% of total)",359.666666666667,0.290940413061113,33
"786","GC.REV.SOCL.ZS","Social contributions (% of revenue)",354.666666666667,0.290963457887808,78
"732","SE.PRE.ENRR.FE","School enrollment, preprimary, female (% gross)",327,0.291089421382759,40
"778","TM.TAX.TCOM.IP.ZS","Share of tariff lines with international peaks, primary products (%)",380.882352941176,0.291095717615213,34
"339","NY.GNS.ICTR.ZS","Gross savings (% of GDP)",333.234848484848,0.291119804061116,132
"831","IC.LGL.DURS","Time required to enforce a contract (days)",357.044943820225,0.291176578135917,89
"308","GC.REV.GOTR.ZS","Grants and other revenue (% of revenue)",346.032258064516,0.291219864468654,93
"625","GC.TAX.OTHR.CN","Other taxes (current LCU)",337.527472527473,0.292051791820926,91
"211","SE.XPD.SECO.PC.ZS","Expenditure per student, secondary (% of GDP per capita)",355.142857142857,0.292064850940495,28
"610","SH.VAC.TTNS.ZS","Newborns protected against tetanus (%)",311.4,0.292242048466305,100
"777","TM.TAX.MANF.IP.ZS","Share of tariff lines with international peaks, manufactured products (%)",357.294117647059,0.29242771830344,34
"562","DT.NFL.MIDA.CD","Net financial flows, IDA (NFL, current US$)",317.086956521739,0.292477027119551,92
"531","DC.DAC.CANL.CD","Net bilateral aid flows from DAC donors, Canada (current US$)",334.897196261682,0.292502344413228,107
"162","GC.TAX.IMPT.ZS","Customs and other import duties (% of tax revenue)",343.5,0.292672218389361,82
"422","FR.INR.LNDP","Interest rate spread (lending rate minus deposit rate, %)",331.109375,0.292788917245182,128
"395","SH.H2O.SAFE.UR.ZS","Improved water source, urban (% of urban population with access)",314.855072463768,0.293082169429228,138
"15","NY.ADJ.DNGY.CD","Adjusted savings: energy depletion (current US$)",340.771186440678,0.293179814295906,118
"489","TX.VAL.MRCH.R3.ZS","Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)",332.596026490066,0.293265535667433,151
"863","BX.GSR.TRVL.ZS","Travel services (% of service exports, BoP)",341.166666666667,0.293276767861504,144
"783","DT.DOD.DSTC.XP.ZS","Short-term debt (% of exports of goods, services and income)",336.2,0.293409596453761,95
"595","DT.NFL.UNDP.CD","Net official flows from UN agencies, UNDP (current US$)",339.515873015873,0.293594044049706,126
"857","TX.VAL.TRAN.ZS.WT","Transport services (% of commercial service exports)",336.524475524476,0.293845300482212,143
"859","BX.GSR.TRAN.ZS","Transport services (% of service exports, BoP)",338.496503496504,0.294552122283976,143
"722","GC.REV.XGRT.GD.ZS","Revenue, excluding grants (% of GDP)",348.771428571429,0.295139580511276,105
"538","DC.DAC.IRLL.CD","Net bilateral aid flows from DAC donors, Ireland (current US$)",351.292682926829,0.29533097446013,41
"763","IT.NET.SECR","Secure Internet servers",282.333333333333,0.295483935002373,39
"617","TX.VAL.MMTL.ZS.UN","Ores and metals exports (% of merchandise exports)",356.484210526316,0.296094194911727,95
"467","SL.UEM.LTRM.FE.ZS","Long-term unemployment, female (% of female unemployment)",345,0.296153098639784,43
"502","TM.VAL.MRCH.R3.ZS","Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)",336.188741721854,0.296243615298668,151
"584","DT.ODA.ODAT.MP.ZS","Net ODA received (% of imports of goods and services)",328.710526315789,0.29675285916723,114
"861","TX.VAL.TRVL.ZS.WT","Travel services (% of commercial service exports)",340.354166666667,0.296959369222824,144
"618","TM.VAL.MMTL.ZS.UN","Ores and metals imports (% of merchandise imports)",355.673267326733,0.297109872207919,101
"111","EN.CO2.OTHX.ZS","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",344.688,0.297247738321334,125
"394","SH.H2O.SAFE.RU.ZS","Improved water source, rural (% of rural population with access)",311.285211267606,0.297496930534042,142
"555","NY.TRF.NCTR.KN","Net current transfers from abroad (constant LCU)",335.058333333333,0.297502317472944,120
"616","NY.GDP.PETR.RT.ZS","Oil rents (% of GDP)",343.416666666667,0.297749892668176,96
"58","MS.MIL.XPRT.KD","Arms exports (constant 1990 US$)",388,0.298074206262741,21
"4","NY.ADJ.SVNX.GN.ZS","Adjusted net savings, excluding particulate emission damage (% of GNI)",331.294776119403,0.298561610630143,134
"168","DT.TDS.DECT.CD","Debt service on external debt, total (TDS, current US$)",320.372727272727,0.299110867625684,110
"628","SL.TLF.PART.FE.ZS","Part time employment, female (% of total female employment)",357.169811320755,0.299509876027652,53
"769","BM.GSR.NFSV.CD","Service imports (BoP, current US$)",353.224358974359,0.299784147721706,156
"869","SL.UEM.PRIM.MA.ZS","Unemployment with primary education, male (% of male unemployment)",375.214285714286,0.300171041723698,56
"888","SL.EMP.VULN.MA.ZS","Vulnerable employment, male (% of male employment)",333,0.300428768571037,53
"505","TM.VAL.MRCH.R6.ZS","Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)",332.401960784314,0.300480651353948,153
"90","NV.MNF.CHEM.ZS.UN","Chemicals (% of value added in manufacturing)",353.213114754098,0.301079779278017,61
"817","GC.TAX.YPKG.RV.ZS","Taxes on income, profits and capital gains (% of revenue)",345.826923076923,0.30144204474212,104
"834","IC.REG.DURS","Time required to start a business (days)",339.85,0.301475949951779,150
"84","AG.PRD.CREL.MT","Cereal production (metric tons)",330.550898203593,0.301698949003467,167
"167","DT.TDS.DPPG.CD","Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",338.495454545455,0.301704770715209,110
"6","NY.ADJ.SVNG.GN.ZS","Adjusted net savings, including particulate emission damage (% of GNI)",333.815789473684,0.301775979061587,133
"597","DT.NFL.UNCR.CD","Net official flows from UN agencies, UNHCR (current US$)",347.073170731707,0.301944902929559,41
"897","BX.TRF.PWKR.CD","Workers' remittances, receipts (BoP, current US$)",320.508064516129,0.302030033866923,124
"631","SL.TLF.PART.ZS","Part time employment, total (% of total employment)",348.698113207547,0.302520226779861,53
"789","CM.MKT.TRAD.GD.ZS","Stocks traded, total value (% of GDP)",365.571428571429,0.302686979847988,84
"759","SE.SEC.TCHR.FE","Secondary education, teachers, female",350.714285714286,0.302774713815336,14
"62","FD.RES.LIQU.AS.ZS","Bank liquid reserves to bank assets ratio (%)",333.413461538462,0.302981295245212,104
"98","FM.AST.DOMO.ZG.M3","Claims on other sectors of the domestic economy (annual growth as % of broad money)",338.604545454545,0.303170681356191,110
"822","BX.GRT.TECH.CD.WD","Technical cooperation grants (BoP, current US$)",320.028776978417,0.303702367163732,139
"542","DC.DAC.LUXL.CD","Net bilateral aid flows from DAC donors, Luxembourg (current US$)",345.36,0.304032521411419,25
"697","DT.TDS.DPPG.XP.ZS","Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)",349.421052631579,0.304962769274862,95
"815","GC.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)",358.34,0.305776955640679,100
"867","SL.UEM.PRIM.ZS","Unemployment with primary education (% of total unemployment)",379.616666666667,0.306687263125286,60
"540","DC.DAC.JPNL.CD","Net bilateral aid flows from DAC donors, Japan (current US$)",344.75,0.306730042804066,136
"126","GC.XPN.COMP.ZS","Compensation of employees (% of expense)",342.448979591837,0.307463282374955,98
"148","IQ.CPA.SOCI.XQ","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)",337.015151515152,0.30764566880531,66
"746","SE.SEC.NENR.MA","School enrollment, secondary, male (% net)",396.115384615385,0.308249661138113,26
"764","IT.NET.SECR.P6","Secure Internet servers (per 1 million people)",293,0.308379559550239,39
"491","TX.VAL.MRCH.R5.ZS","Merchandise exports to developing economies in South Asia (% of total merchandise exports)",345.130573248408,0.308572227937333,157
"196","SL.EMP.MPYR.ZS","Employers, total (% of employment)",386.779661016949,0.3088858155097,59
"820","GC.TAX.INTT.RV.ZS","Taxes on international trade (% of revenue)",352.325842696629,0.309288847825222,89
"353","SH.XPD.TOTL.ZS","Health expenditure, total (% of GDP)",333.190476190476,0.309308651049334,168
"492","TX.VAL.MRCH.R6.ZS","Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)",341.809210526316,0.309489568020082,152
"810","GC.TAX.TOTL.GD.ZS","Tax revenue (% of GDP)",347.311320754717,0.309666773039462,106
"16","NY.ADJ.ICTR.GN.ZS","Adjusted savings: gross savings (% of GNI)",336.897260273973,0.309798204962884,146
"80","GC.BAL.CASH.GD.ZS","Cash surplus/deficit (% of GDP)",348.623762376238,0.309913852185038,101
"304","GC.XPN.GSRV.ZS","Goods and services expense (% of expense)",356.322916666667,0.310472672678255,96
"236","SH.XPD.EXTR.ZS","External resources for health (% of total expenditure on health)",349.864,0.310552743085283,125
"122","TM.VAL.SERV.CD.WT","Commercial service imports (current US$)",358.49358974359,0.310703389115797,156
"468","SL.UEM.LTRM.MA.ZS","Long-term unemployment, male (% of male unemployment)",348.441860465116,0.31089248048787,43
"86","NE.GDI.STKB.KN","Changes in inventories (constant LCU)",345.334558823529,0.31114281949481,136
"87","NE.GDI.STKB.CN","Changes in inventories (current LCU)",345.647058823529,0.311340209490634,153
"193","SL.SRV.EMPL.MA.ZS","Employees, services, male (% of male employment)",355.704918032787,0.311383360803143,61
"296","NY.GNP.MKTP.KD.ZG","GNI growth (annual %)",359.43537414966,0.311652787564431,147
"340","NY.GNS.ICTR.GN.ZS","Gross savings (% of GNI)",335.280303030303,0.311856102266662,132
"299","NY.GNP.PCAP.KD.ZG","GNI per capita growth (annual %)",361.482993197279,0.31215851546964,147
"259","BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)",342.925925925926,0.312541980272514,162
"135","IC.REG.COST.PC.ZS","Cost of business start-up procedures (% of GNI per capita)",342.954545454545,0.313144409563504,154
"330","SE.PRM.GINT.MA.ZS","Gross intake rate in grade 1, male (% of relevant age group)",340.129032258065,0.313516410097748,31
"547","DC.DAC.ESPL.CD","Net bilateral aid flows from DAC donors, Spain (current US$)",354.573770491803,0.314037116447419,61
"195","SL.EMP.MPYR.MA.ZS","Employers, male (% of employment)",384.203703703704,0.314721165192922,54
"276","NY.GDP.PCAP.KD.ZG","GDP per capita growth (annual %)",349.502923976608,0.31476799450486,171
"743","SE.SEC.ENRR.FE","School enrollment, secondary, female (% gross)",358.058823529412,0.314978619810717,34
"85","AG.YLD.CREL.KG","Cereal yield (kg per hectare)",348.568862275449,0.315066514872299,167
"808","TM.TAX.TCOM.WM.FN.ZS","Tariff rate, most favored nation, weighted mean, primary products (%)",391.647058823529,0.315349110763822,34
"700","SE.XPD.TOTL.GD.ZS","Public spending on education, total (% of GDP)",350.375,0.315946117635776,8
"560","DT.NFL.BLAT.CD","Net financial flows, bilateral (NFL, current US$)",347.62962962963,0.316417476467647,108
"549","DC.DAC.CHEL.CD","Net bilateral aid flows from DAC donors, Switzerland (current US$)",353.34693877551,0.316478363922159,98
"88","NE.GDI.STKB.CD","Changes in inventories (current US$)",338.792763157895,0.317070673877991,152
"331","SE.PRM.GINT.ZS","Gross intake rate in grade 1, total (% of relevant age group)",349.142857142857,0.31716570650437,28
"445","SL.TLF.SECO.FE.ZS","Labor force with secondary education, female (% of female labor force)",366.5,0.317219725116585,30
"456","AG.LND.CREL.HA","Land under cereal production (hectares)",339.904191616766,0.317679537371724,167
"252","IT.NET.BBND","Fixed broadband Internet subscribers",347.746478873239,0.317872367820653,142
"34","AG.LND.TRAC.ZS","Agricultural machinery, tractors per 100 sq. km of arable land",355.752,0.31869464211827,125
"147","IQ.CPA.MACR.XQ","CPIA macroeconomic management rating (1=low to 6=high)",340.473214285714,0.318786382894728,56
"568","DT.NFL.RDBN.CD","Net financial flows, RDB nonconcessional (NFL, current US$)",356.208333333333,0.318902601269961,96
"696","SG.GEN.PARL.ZS","Proportion of seats held by women in national parliaments (%)",346.207547169811,0.318929604395958,106
"541","DC.DAC.KORL.CD","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",369.190476190476,0.318989312564246,63
"593","DT.NFL.IFAD.CD","Net official flows from UN agencies, IFAD (current US$)",358.305555555556,0.3193736852633,72
"788","IC.REG.PROC","Start-up procedures to register a business (number)",355.633858267717,0.31946212207187,127
"81","GC.BAL.CASH.CN","Cash surplus/deficit (current LCU)",352.858585858586,0.319485521949681,99
"776","TM.TAX.MRCH.IP.ZS","Share of tariff lines with international peaks, all products (%)",392.529411764706,0.319674852548903,34
"290","EN.CLC.GHGR.MT.CE","GHG net emissions/removals by LUCF (Mt of CO2 equivalent)",399.923076923077,0.320364159738892,39
"272","NY.GDP.MKTP.KD.ZG","GDP growth (annual %)",348.970760233918,0.32048108013724,171
"670","VC.PKP.TOTL.UN","Presence of peace keepers (number of troops, police, and military observers in mandate)",263.25,0.320485089140613,8
"155","IQ.CPA.STRC.XQ","CPIA structural policies cluster average (1=low to 6=high)",347.938461538462,0.320618275520062,65
"703","SE.SEC.ENRL.TC.ZS","Pupil-teacher ratio, secondary",366.380952380952,0.320884874737669,21
"619","EE.BOD.TOTL.KG","Organic water pollutant (BOD) emissions (kg per day)",355.125,0.320981488385978,8
"253","IT.NET.BBND.P2","Fixed broadband Internet subscribers (per 100 people)",347.915492957746,0.321400015294116,142
"141","IQ.CPA.ECON.XQ","CPIA economic management cluster average (1=low to 6=high)",328.030303030303,0.321747232118061,66
"833","IC.PRP.DURS","Time required to register property (days)",358.661016949153,0.322469901830918,118
"561","DT.NFL.MIBR.CD","Net financial flows, IBRD (NFL, current US$)",350.635416666667,0.322723869922488,96
"683","SE.PRM.ENRL.FE.ZS","Primary education, pupils (% female)",347.539682539683,0.322857440028799,63
"18","NY.ADJ.DMIN.CD","Adjusted savings: mineral depletion (current US$)",371.444444444444,0.3232848312615,126
"818","GC.TAX.YPKG.ZS","Taxes on income, profits and capital gains (% of total taxes)",352.125,0.324980482733417,104
"37","EN.ATM.NOXE.AG.ZS","Agricultural nitrous oxide emissions (% of total)",340.970414201183,0.325492429799709,169
"438","IE.PPI.TELE.CD","Investment in telecoms with private participation (current US$)",364.967741935484,0.32578125676354,62
"149","IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)",342.836206896552,0.326643124103655,58
"850","BG.GSR.NFSV.GD.ZS","Trade in services (% of GDP)",363.513157894737,0.327007616566626,152
"508","TM.VAL.MRCH.AL.ZS","Merchandise imports from economies in the Arab World (% of total merchandise imports)",345.846875,0.327349479429164,160
"684","SE.PRM.TCHR","Primary education, teachers",332.12,0.327559326578786,25
"143","IQ.CPA.PRES.XQ","CPIA equity of public resource use rating (1=low to 6=high)",341.63,0.32769312026363,50
"848","IC.TAX.TOTL.CP.ZS","Total tax rate (% of commercial profits)",360.430463576159,0.328028954418985,151
"600","DT.NFL.UNRW.CD","Net official flows from UN agencies, UNRWA (current US$)",347,0.328554193911484,4
"792","GC.XPN.TRFT.ZS","Subsidies and other transfers (% of expense)",366.521276595745,0.329047591785684,94
"412","FP.CPI.TOTL.ZG","Inflation, consumer prices (annual %)",344.723270440252,0.329215150189334,159
"814","GC.TAX.GSRV.RV.ZS","Taxes on goods and services (% of revenue)",371.186274509804,0.330397619509928,102
"99","FM.AST.PRVT.ZG.M3","Claims on private sector (annual growth as % of broad money)",347.778911564626,0.330427275566468,147
"414","TX.VAL.INSF.ZS.WT","Insurance and financial services (% of commercial service exports)",358.540650406504,0.330868307019688,123
"60","FB.ATM.TOTL.P5","Automated teller machines (ATMs) (per 100,000 adults)",363.677852348993,0.331353657513566,149
"565","DT.NFL.MLAT.CD","Net financial flows, multilateral (NFL, current US$)",352.709090909091,0.331530476483154,110
"418","VC.IHR.PSRC.P5","Intentional homicides (per 100,000 people)",368.448598130841,0.333874597542301,107
"152","IQ.CPA.FINQ.XQ","CPIA quality of budgetary and financial management rating (1=low to 6=high)",339.25,0.333980328489999,54
"782","SL.EMP.INSV.FE.ZS","Share of women employed in the nonagricultural sector (% of total nonagricultural employment)",361.957142857143,0.334178630023825,70
"567","DT.NFL.RDBC.CD","Net financial flows, RDB concessional (NFL, current US$)",341.310344827586,0.334914531521157,87
"771","NV.SRV.TETC.KD.ZG","Services, etc., value added (annual % growth)",361.018867924528,0.335023243645854,159
"828","SE.TER.TCHR.FE.ZS","Tertiary education, teachers (% female)",413.421052631579,0.335490263244305,19
"620","GC.XPN.OTHR.ZS","Other expense (% of expense)",383.126582278481,0.33605959705598,79
"431","ST.INT.RCPT.XP.ZS","International tourism, receipts (% of total exports)",360.402597402597,0.33665948193989,154
"608","IC.BUS.NDNS.ZS","New business density (new registrations per 1,000 people ages 15-64)",384.833333333333,0.336713475805689,36
"551","DC.DAC.GBRL.CD","Net bilateral aid flows from DAC donors, United Kingdom (current US$)",358.843137254902,0.336746224955302,102
"566","DT.NFL.MOTH.CD","Net financial flows, others (NFL, current US$)",365.277777777778,0.337300911955757,108
"446","SL.TLF.SECO.MA.ZS","Labor force with secondary education, male (% of male labor force)",382.866666666667,0.338225402373018,30
"868","SL.UEM.PRIM.FE.ZS","Unemployment with primary education, female (% of female unemployment)",395.517857142857,0.338527293575002,56
"156","IQ.CPA.TRAD.XQ","CPIA trade rating (1=low to 6=high)",360.84,0.338642696331099,50
"416","BX.GSR.INSF.ZS","Insurance and financial services (% of service exports, BoP)",361.890243902439,0.338796429705972,123
"737","SE.PRM.NENR.FE","School enrollment, primary, female (% net)",402.652173913043,0.338830905383615,23
"809","IC.TAX.PAYM","Tax payments (number)",372.577981651376,0.339179004621602,109
"119","FB.CBK.BRCH.P5","Commercial bank branches (per 100,000 adults)",359.895061728395,0.339251310167405,162
"175","IC.IMP.DOCS","Documents to import (number)",390.261538461538,0.339257557366397,65
"875","SL.UEM.TERT.MA.ZS","Unemployment with tertiary education, male (% of male unemployment)",399.75,0.339417239192568,56
"373","TX.VAL.ICTG.ZS.UN","ICT goods exports (% of total goods exports)",377.584745762712,0.33970178487067,118
"629","SL.TLF.PART.TL.FE.ZS","Part time employment, female (% of total part time employment)",372.884615384615,0.340967641537789,52
"548","DC.DAC.SWEL.CD","Net bilateral aid flows from DAC donors, Sweden (current US$)",350.658536585366,0.341213965357493,82
"82","GC.DOD.TOTL.GD.ZS","Central government debt, total (% of GDP)",322.02380952381,0.341298445081842,42
"398","BX.GSR.FCTY.CD","Income receipts (BoP, current US$)",360.046357615894,0.341334945394089,151
"533","DC.DAC.CECL.CD","Net bilateral aid flows from DAC donors, European Union institutions (current US$)",360.703703703704,0.341367980635877,135
"873","SL.UEM.TERT.ZS","Unemployment with tertiary education (% of total unemployment)",394.8,0.341770586712073,60
"1","NY.ADJ.NNTY.KD.ZG","Adjusted net national income (annual % growth)",381.316176470588,0.341771404587737,136
"144","IQ.CPA.FINS.XQ","CPIA financial sector rating (1=low to 6=high)",367.033333333333,0.342617323662073,45
"692","IC.PRP.PROC","Procedures to register property (number)",379.991803278689,0.343254732543222,61
"375","BX.GSR.CCIS.ZS","ICT service exports (% of service exports, BoP)",366.923076923077,0.345165309077089,117
"413","NY.GDP.DEFL.KD.ZG","Inflation, GDP deflator (annual %)",356.204678362573,0.345351752633566,171
"258","BN.KLT.DINV.CD","Foreign direct investment, net (BoP, current US$)",362.47972972973,0.345947122850676,148
"866","SH.TBS.CURE.ZS","Tuberculosis treatment success rate (% of registered cases)",375.773195876289,0.346052091373101,97
"174","IC.EXP.DOCS","Documents to export (number)",383.105769230769,0.346471551522766,52
"310","BX.GRT.EXTA.CD.WD","Grants, excluding technical cooperation (BoP, current US$)",337.215827338129,0.346513837588314,139
"488","TX.VAL.MRCH.R2.ZS","Merchandise exports to developing economies in Europe & Central Asia (% of total merchandise exports)",353.773076923077,0.346518514145647,130
"194","SL.EMP.MPYR.FE.ZS","Employers, female (% of employment)",419.425925925926,0.346555529031174,54
"870","SL.UEM.SECO.ZS","Unemployment with secondary education (% of total unemployment)",389.35,0.347500431530854,60
"654","DT.NFL.BOND.CD","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",388.438356164384,0.347784607390269,73
"832","IC.ELC.TIME","Time required to get electricity (days)",385.518072289157,0.348791897115803,83
"137","IC.IMP.COST.CD","Cost to import (US$ per container)",376.231707317073,0.349094964016215,164
"563","DT.NFL.IMFC.CD","Net financial flows, IMF concessional (NFL, current US$)",350.985294117647,0.350388224042605,68
"799","TM.TAX.TCOM.SM.AR.ZS","Tariff rate, applied, simple mean, primary products (%)",398.029411764706,0.350471296621275,34
"871","SL.UEM.SECO.FE.ZS","Unemployment with secondary education, female (% of female unemployment)",399.982142857143,0.351673794836951,56
"425","ST.INT.XPND.MP.ZS","International tourism, expenditures (% of total imports)",367.960526315789,0.352146859349194,152
"78","IQ.WEF.CUST.XQ","Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",385.837209302326,0.352588532969348,129
"444","SL.TLF.SECO.ZS","Labor force with secondary education (% of total)",381.735294117647,0.352799779807053,34
"539","DC.DAC.ITAL.CD","Net bilateral aid flows from DAC donors, Italy (current US$)",372.233766233766,0.353499128969687,77
"139","IQ.CPA.BREG.XQ","CPIA business regulatory environment rating (1=low to 6=high)",368.15625,0.353541003476522,48
"609","IC.BUS.NREG","New businesses registered (number)",393.361111111111,0.353624926628546,36
"685","SE.PRM.TCHR.FE.ZS","Primary education, teachers (% female)",387.04,0.354056484835882,25
"856","SE.PRM.TCAQ.MA.ZS","Trained teachers in primary education, male (% of male teachers)",362.727272727273,0.354712537475014,11
"142","IQ.CPA.REVN.XQ","CPIA efficiency of revenue mobilization rating (1=low to 6=high)",359.35,0.35514772748135,40
"466","SL.UEM.LTRM.ZS","Long-term unemployment (% of total unemployment)",357.666666666667,0.35531038988384,45
"171","FB.CBK.DPTR.P3","Depositors with commercial banks (per 1,000 adults)",365.805555555556,0.35615188415042,72
"374","TM.VAL.ICTG.ZS.UN","ICT goods imports (% total goods imports)",381.3515625,0.357866415798742,128
"329","SE.PRM.GINT.FE.ZS","Gross intake rate in grade 1, female (% of relevant age group)",364.870967741935,0.358488147094816,31
"724","FR.INR.RISK","Risk premium on lending (prime rate minus treasury bill rate, %)",367.608695652174,0.358884364206517,69
"357","NE.CON.PRVT.KD.ZG","Household final consumption expenditure (annual % growth)",376.77027027027,0.359147618032386,148
"524","DT.TDS.MLAT.PG.ZS","Multilateral debt service (% of public and publicly guaranteed debt service)",364.214953271028,0.359579944513511,107
"802","TM.TAX.TCOM.WM.AR.ZS","Tariff rate, applied, weighted mean, primary products (%)",411,0.359785300002747,34
"691","IC.WRH.PROC","Procedures to build a warehouse (number)",376.028735632184,0.36029944030407,87
"61","FB.BNK.CAPA.ZS","Bank capital to assets ratio (%)",350.068181818182,0.360625952860932,44
"401","SI.DST.05TH.20","Income share held by highest 20%",409.75,0.361350478917618,24
"621","GC.XPN.OTHR.CN","Other expense (current LCU)",390.177215189873,0.361380806940263,79
"363","NE.CON.PRVT.PC.KD.ZG","Household final consumption expenditure per capita growth (annual %)",377.234899328859,0.362046951954487,149
"872","SL.UEM.SECO.MA.ZS","Unemployment with secondary education, male (% of male unemployment)",403.642857142857,0.362102176634886,56
"862","TM.VAL.TRVL.ZS.WT","Travel services (% of commercial service imports)",373.097315436242,0.362871329950147,149
